Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,WHO Region
,Paraguay,-23.4425,-58.4438,5/10/2020,713,10,165,538,Americas
,Peru,-9.19,-75.0152,5/10/2020,67307,1889,21349,44069,Americas
,Philippines,12.879721,121.774017,5/10/2020,10794,719,1924,8151,Western Pacific
,Poland,51.9194,19.1451,5/10/2020,15996,800,5698,9498,Europe
,Portugal,39.3999,-8.2245,5/10/2020,27581,1135,2549,23897,Europe
,Qatar,25.3548,51.1839,5/10/2020,22520,14,2753,19753,Eastern Mediterranean
,Romania,45.9432,24.9668,5/10/2020,15362,961,7051,7350,Europe
,Russia,61.52401,105.318756,5/10/2020,209688,1915,34306,173467,Europe
,Rwanda,-1.9403,29.8739,5/10/2020,284,0,140,144,Africa
,Saint Lucia,13.9094,-60.9789,5/10/2020,18,0,17,1,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/10/2020,17,0,9,8,Americas
,San Marino,43.9424,12.4578,5/10/2020,628,41,126,461,Europe
,Saudi Arabia,23.885942,45.079162,5/10/2020,39048,246,11457,27345,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/10/2020,1709,19,650,1040,Africa
,Serbia,44.0165,21.0059,5/10/2020,10032,215,2732,7085,Europe
,Seychelles,-4.6796,55.492,5/10/2020,11,0,10,1,Africa
,Singapore,1.2833,103.8333,5/10/2020,23336,20,2721,20595,Western Pacific
,Slovakia,48.669,19.699,5/10/2020,1457,26,941,490,Europe
,Slovenia,46.1512,14.9955,5/10/2020,1457,102,256,1099,Europe
,Somalia,5.152149,46.199616,5/10/2020,1054,51,118,885,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/10/2020,10015,194,4173,5648,Africa
,Spain,40.463667,-3.74922,5/10/2020,224350,26621,136166,61563,Europe
,Sri Lanka,7.873054,80.771797,5/10/2020,863,9,321,533,South-East Asia
,Sudan,12.8628,30.2176,5/10/2020,1365,70,149,1146,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/10/2020,10,1,9,0,Americas
,Sweden,60.128161,18.643501,5/10/2020,26322,3225,0,23097,Europe
,Switzerland,46.8182,8.2275,5/10/2020,30305,1833,26600,1872,Europe
,Taiwan*,23.7,121,5/10/2020,440,6,366,68,Western Pacific
,Tanzania,-6.369028,34.888822,5/10/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/10/2020,3009,56,2794,159,South-East Asia
,Togo,8.6195,0.8248,5/10/2020,174,11,89,74,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/10/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/10/2020,1032,45,700,287,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/10/2020,138657,3786,92691,42180,Europe
,Uganda,1.373333,32.290275,5/10/2020,121,0,55,66,Africa
,Ukraine,48.3794,31.1656,5/10/2020,15232,391,3060,11781,Europe
,United Arab Emirates,23.424076,53.847818,5/10/2020,18198,198,4804,13196,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/10/2020,118,7,64,47,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/10/2020,81,1,41,39,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/10/2020,545,41,447,57,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/10/2020,146,0,143,3,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/10/2020,330,23,271,36,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/10/2020,11,1,8,2,Europe
,United Kingdom,55.3781,-3.436,5/10/2020,210645,31879,0,178766,Europe
,Uruguay,-32.5228,-55.7658,5/10/2020,707,19,517,171,Americas
,US,40,-100,5/10/2020,1334084,80855,216169,1037060,Americas
,Uzbekistan,41.377491,64.585262,5/10/2020,2418,10,1881,527,Europe
,Venezuela,6.4238,-66.5897,5/10/2020,414,10,193,211,Americas
,Vietnam,14.058324,108.277199,5/10/2020,288,0,241,47,Western Pacific
,Zambia,-13.133897,27.849332,5/10/2020,267,7,117,143,Africa
,Zimbabwe,-19.015438,29.154857,5/10/2020,36,4,9,23,Africa
,Dominica,15.415,-61.371,5/10/2020,16,0,15,1,Americas
,Grenada,12.1165,-61.679,5/10/2020,21,0,13,8,Americas
,Mozambique,-18.665695,35.529562,5/10/2020,91,0,0,91,Africa
,Syria,34.802075,38.996815,5/10/2020,47,3,0,44,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/10/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/10/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/10/2020,19,0,13,6,Western Pacific
,Libya,26.3351,17.228331,5/10/2020,64,3,24,37,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/10/2020,375,2,263,110,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/10/2020,726,3,26,697,Africa
,Mali,17.570692,-3.996166,5/10/2020,704,38,351,315,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/10/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/10/2020,5,0,0,5,Americas
Yukon,Canada,64.2823,-135,5/10/2020,11,0,0,11,Americas
,Kosovo,42.602636,20.902977,5/10/2020,870,28,653,189,Europe
,Burma,21.9162,95.956,5/10/2020,180,6,72,102,South-East Asia
Anguilla,United Kingdom,18.2206,-63.0686,5/10/2020,3,0,3,0,Europe
British Virgin Islands,United Kingdom,18.4207,-64.64,5/10/2020,7,1,4,2,Europe
Turks and Caicos Islands,United Kingdom,21.694,-71.7979,5/10/2020,12,1,8,3,Europe
,Botswana,-22.3285,24.6849,5/10/2020,23,1,12,10,Africa
,Burundi,-3.3731,29.9189,5/10/2020,15,1,7,7,Africa
,Sierra Leone,8.460555,-11.779889,5/10/2020,307,18,67,222,Africa
,Malawi,-13.2543,34.3015,5/10/2020,56,3,14,39,Africa
Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,5/10/2020,13,0,13,0,Europe
Saint Pierre and Miquelon,France,46.8852,-56.3159,5/10/2020,1,0,0,1,Europe
,South Sudan,6.877,31.307,5/10/2020,120,0,2,118,Africa
,Western Sahara,24.2155,-12.8858,5/10/2020,6,0,5,1,Africa
,Sao Tome and Principe,0.1864,6.6131,5/10/2020,208,5,4,199,Africa
,Yemen,15.552727,48.516388,5/10/2020,51,8,1,42,Eastern Mediterranean
,Comoros,-11.6455,43.3333,5/10/2020,11,1,0,10,Africa
,Tajikistan,38.861,71.2761,5/10/2020,612,20,0,592,Europe
,Lesotho,-29.61,28.2336,5/10/2020,0,0,0,0,Africa
,Afghanistan,33.93911,67.709953,5/11/2020,4687,122,558,4007,Eastern Mediterranean
,Albania,41.1533,20.1683,5/11/2020,872,31,654,187,Europe
,Algeria,28.0339,1.6596,5/11/2020,5891,507,2841,2543,Africa
,Andorra,42.5063,1.5218,5/11/2020,755,48,550,157,Europe
,Angola,-11.2027,17.8739,5/11/2020,45,2,13,30,Africa
,Antigua and Barbuda,17.0608,-61.7964,5/11/2020,25,3,19,3,Americas
,Argentina,-38.4161,-63.6167,5/11/2020,6278,314,1837,4127,Americas
,Armenia,40.0691,45.0382,5/11/2020,3392,46,1359,1987,Europe
Australian Capital Territory,Australia,-35.4735,149.0124,5/11/2020,107,3,104,0,Western Pacific
New South Wales,Australia,-33.8688,151.2093,5/11/2020,3053,44,2543,466,Western Pacific
Northern Territory,Australia,-12.4634,130.8456,5/11/2020,29,0,27,2,Western Pacific
Queensland,Australia,-27.4698,153.0251,5/11/2020,1051,6,1027,18,Western Pacific
South Australia,Australia,-34.9285,138.6007,5/11/2020,439,4,434,1,Western Pacific
Tasmania,Australia,-42.8821,147.3272,5/11/2020,227,13,182,32,Western Pacific
Victoria,Australia,-37.8136,144.9631,5/11/2020,1511,18,1360,133,Western Pacific
Western Australia,Australia,-31.9505,115.8605,5/11/2020,553,9,536,8,Western Pacific
,Austria,47.5162,14.5501,5/11/2020,15882,620,14061,1201,Europe
,Azerbaijan,40.1431,47.5769,5/11/2020,2589,32,1680,877,Europe
,Bahamas,25.025885,-78.035889,5/11/2020,93,11,39,43,Americas
,Bahrain,26.0275,50.55,5/11/2020,5236,8,2152,3076,Eastern Mediterranean
,Bangladesh,23.685,90.3563,5/11/2020,15691,239,2902,12550,South-East Asia
,Barbados,13.1939,-59.5432,5/11/2020,84,7,57,20,Americas
,Belarus,53.7098,27.9534,5/11/2020,23906,135,6531,17240,Europe
,Belgium,50.8333,4.469936,5/11/2020,53449,8707,13697,31045,Europe
,Benin,9.3077,2.3158,5/11/2020,319,2,62,255,Africa
,Bhutan,27.5142,90.4336,5/11/2020,9,0,5,4,South-East Asia
,Bolivia,-16.2902,-63.5887,5/11/2020,2831,122,299,2410,Americas
,Bosnia and Herzegovina,43.9159,17.6791,5/11/2020,2141,113,1114,914,Europe
,Brazil,-14.235,-51.9253,5/11/2020,169594,11653,67384,90557,Americas
,Brunei,4.5353,114.7277,5/11/2020,141,1,134,6,Western Pacific
,Bulgaria,42.7339,25.4858,5/11/2020,1990,93,461,1436,Europe
,Burkina Faso,12.2383,-1.5616,5/11/2020,760,50,584,126,Africa
,Cabo Verde,16.5388,-23.0418,5/11/2020,260,2,58,200,Africa
,Cambodia,11.55,104.9167,5/11/2020,122,0,121,1,Western Pacific
,Cameroon,3.848,11.5021,5/11/2020,2689,125,1524,1040,Africa
Alberta,Canada,53.9333,-116.5765,5/11/2020,6300,117,0,6183,Americas
British Columbia,Canada,53.7267,-127.6476,5/11/2020,2353,130,0,2223,Americas
Manitoba,Canada,53.7609,-98.8139,5/11/2020,289,7,0,282,Americas
New Brunswick,Canada,46.5653,-66.4619,5/11/2020,120,0,0,120,Americas
Newfoundland and Labrador,Canada,53.1355,-57.6604,5/11/2020,261,3,0,258,Americas
Nova Scotia,Canada,44.682,-63.7443,5/11/2020,1019,48,0,971,Americas
Ontario,Canada,51.2538,-85.3232,5/11/2020,21817,1788,0,20029,Americas
Prince Edward Island,Canada,46.5107,-63.4168,5/11/2020,27,0,0,27,Americas
Quebec,Canada,52.9399,-73.5491,5/11/2020,38480,3014,0,35466,Americas
Saskatchewan,Canada,52.9399,-106.4509,5/11/2020,568,7,0,561,Americas
,Central African Republic,6.6111,20.9394,5/11/2020,143,0,10,133,Africa
,Chad,15.4542,18.7322,5/11/2020,322,31,53,238,Africa
,Chile,-35.6751,-71.543,5/11/2020,35052,323,13605,21124,Americas
Anhui,China,31.8257,117.2264,5/11/2020,991,6,985,0,Western Pacific
Beijing,China,40.1824,116.4142,5/11/2020,593,9,571,13,Western Pacific
Chongqing,China,30.0572,107.874,5/11/2020,579,6,573,0,Western Pacific
Fujian,China,26.0789,117.9874,5/11/2020,356,1,354,1,Western Pacific
Gansu,China,35.7518,104.2861,5/11/2020,139,2,137,0,Western Pacific
Guangdong,China,23.3417,113.4244,5/11/2020,1589,8,1578,3,Western Pacific
Guangxi,China,23.8298,108.7881,5/11/2020,254,2,252,0,Western Pacific
Guizhou,China,26.8154,106.8748,5/11/2020,147,2,145,0,Western Pacific
Hainan,China,19.1959,109.7453,5/11/2020,168,6,162,0,Western Pacific
Hebei,China,39.549,116.1306,5/11/2020,328,6,0,322,Western Pacific
Heilongjiang,China,47.862,127.7615,5/11/2020,945,13,924,8,Western Pacific
Henan,China,37.8957,114.9042,5/11/2020,1276,22,0,1254,Western Pacific
Hong Kong,China,22.3,114.2,5/11/2020,1047,4,985,58,Western Pacific
Hubei,China,30.9756,112.2707,5/11/2020,68134,4512,63616,6,Western Pacific
Hunan,China,27.6104,111.7088,5/11/2020,1019,4,1015,0,Western Pacific
Inner Mongolia,China,44.0935,113.9448,5/11/2020,209,1,188,20,Western Pacific
Jiangsu,China,32.9711,119.455,5/11/2020,653,0,653,0,Western Pacific
Jiangxi,China,27.614,115.7221,5/11/2020,937,1,936,0,Western Pacific
Jilin,China,43.6661,126.1923,5/11/2020,127,1,105,21,Western Pacific
Liaoning,China,41.2956,122.6085,5/11/2020,147,2,144,1,Western Pacific
Macau,China,22.1667,113.55,5/11/2020,45,0,42,3,Western Pacific
Ningxia,China,37.2692,106.1655,5/11/2020,75,0,75,0,Western Pacific
Qinghai,China,35.7452,95.9956,5/11/2020,18,0,18,0,Western Pacific
Shaanxi,China,35.1917,108.8701,5/11/2020,308,3,296,9,Western Pacific
Shandong,China,36.3427,118.1498,5/11/2020,788,7,777,4,Western Pacific
Shanghai,China,31.202,121.4491,5/11/2020,659,7,627,25,Western Pacific
Shanxi,China,37.5777,112.2922,5/11/2020,198,0,197,1,Western Pacific
Sichuan,China,30.6171,102.7103,5/11/2020,561,3,558,0,Western Pacific
Tianjin,China,39.3054,117.323,5/11/2020,191,3,186,2,Western Pacific
Tibet,China,31.6927,88.0924,5/11/2020,1,0,1,0,Western Pacific
Xinjiang,China,41.1129,85.2401,5/11/2020,76,3,73,0,Western Pacific
Yunnan,China,24.974,101.487,5/11/2020,185,2,183,0,Western Pacific
Zhejiang,China,29.1832,120.0934,5/11/2020,1268,1,1267,0,Western Pacific
,Colombia,4.5709,-74.2973,5/11/2020,11613,479,2825,8309,Americas
,Congo (Brazzaville),-0.228,15.8277,5/11/2020,333,11,53,269,Africa
,Congo (Kinshasa),-4.0383,21.7587,5/11/2020,1024,41,141,842,Africa
,Costa Rica,9.7489,-83.7534,5/11/2020,801,7,517,277,Americas
,Cote d'Ivoire,7.54,-5.5471,5/11/2020,1730,21,818,891,Africa
,Croatia,45.1,15.2,5/11/2020,2196,91,1784,321,Europe
,Cuba,21.521757,-77.781167,5/11/2020,1783,77,1229,477,Americas
,Cyprus,35.1264,33.4299,5/11/2020,901,16,401,484,Europe
,Czechia,49.8175,15.473,5/11/2020,8176,282,4711,3183,Europe
Faroe Islands,Denmark,61.8926,-6.9118,5/11/2020,187,0,187,0,Europe
Greenland,Greenland,71.7069,-42.6043,5/11/2020,11,0,11,0,Europe
,Denmark,56.2639,9.5018,5/11/2020,10513,533,8328,1652,Europe
,Djibouti,11.8251,42.5903,5/11/2020,1227,3,872,352,Eastern Mediterranean
,Dominican Republic,18.7357,-70.1627,5/11/2020,10634,393,2870,7371,Americas
,Ecuador,-1.8312,-78.1834,5/11/2020,29509,2145,3433,23931,Americas
,Egypt,26.820553,30.802498,5/11/2020,9746,533,2172,7041,Eastern Mediterranean
,El Salvador,13.7942,-88.8965,5/11/2020,958,18,325,615,Americas
,Equatorial Guinea,1.6508,10.2679,5/11/2020,439,4,13,422,Africa
,Eritrea,15.1794,39.7823,5/11/2020,39,0,38,1,Africa
,Estonia,58.5953,25.0136,5/11/2020,1741,61,751,929,Europe
,Eswatini,-26.5225,31.4659,5/11/2020,175,2,28,145,Africa
,Ethiopia,9.145,40.4897,5/11/2020,250,5,105,140,Africa
,Fiji,-17.7134,178.065,5/11/2020,18,0,14,4,Western Pacific
,Finland,61.92411,25.748151,5/11/2020,5984,271,4000,1713,Europe
French Guiana,France,3.9339,-53.1258,5/11/2020,144,1,122,21,Europe
French Polynesia,France,-17.6797,149.4068,5/11/2020,60,0,56,4,Europe
Guadeloupe,France,16.265,-61.551,5/11/2020,154,13,104,37,Europe
Mayotte,France,-12.8275,45.166244,5/11/2020,1023,11,492,520,Europe
New Caledonia,France,-20.904305,165.618042,5/11/2020,18,0,18,0,Europe
Reunion,France,-21.1151,55.5364,5/11/2020,436,0,354,82,Europe
Saint Barthelemy,France,17.9,-62.8333,5/11/2020,6,0,6,0,Europe
St Martin,France,18.0708,-63.0501,5/11/2020,39,3,30,6,Europe
Martinique,France,14.6415,-61.0242,5/11/2020,187,14,83,90,Europe
,France,46.2276,2.2137,5/11/2020,175479,26604,55569,93306,Europe
,Gabon,-0.8037,11.6094,5/11/2020,802,9,127,666,Africa
,Gambia,13.4432,-15.3101,5/11/2020,22,1,10,11,Africa
,Georgia,42.3154,43.3569,5/11/2020,638,11,317,310,Europe
,Germany,51.165691,10.451526,5/11/2020,172576,7661,145617,19298,Europe
,Ghana,7.9465,-1.0232,5/11/2020,4700,22,494,4184,Africa
,Greece,39.0742,21.8243,5/11/2020,2726,151,1374,1201,Europe
,Guatemala,15.7835,-90.2308,5/11/2020,1114,26,111,977,Americas
,Guinea,9.9456,-9.6966,5/11/2020,2146,11,714,1421,Africa
,Guyana,4.860416,-58.93018,5/11/2020,109,10,36,63,Americas
,Haiti,18.9712,-72.2852,5/11/2020,209,16,17,176,Americas
,Holy See,41.9029,12.4534,5/11/2020,12,0,2,10,Europe
,Honduras,15.2,-86.2419,5/11/2020,2100,116,206,1778,Americas
,Hungary,47.1625,19.5033,5/11/2020,3284,421,958,1905,Europe
,Iceland,64.9631,-19.0208,5/11/2020,1801,10,1773,18,Europe
,India,20.593684,78.96288,5/11/2020,70768,2294,22549,45925,South-East Asia
,Indonesia,-0.7893,113.9213,5/11/2020,14265,991,2881,10393,South-East Asia
,Iran,32.427908,53.688046,5/11/2020,109286,6685,87422,15179,Eastern Mediterranean
,Iraq,33.223191,43.679291,5/11/2020,2818,110,1790,918,Eastern Mediterranean
,Ireland,53.1424,-7.6921,5/11/2020,23135,1467,17110,4558,Europe
,Israel,31.046051,34.851612,5/11/2020,16506,258,11843,4405,Europe
,Italy,41.87194,12.56738,5/11/2020,219814,30739,106587,82488,Europe
,Jamaica,18.1096,-77.2975,5/11/2020,505,9,90,406,Americas
,Japan,36.204824,138.252924,5/11/2020,15861,685,8293,6883,Western Pacific
,Jordan,31.24,36.51,5/11/2020,562,9,390,163,Eastern Mediterranean
,Kazakhstan,48.0196,66.9237,5/11/2020,5207,32,2074,3101,Europe
,Kenya,-0.0236,37.9062,5/11/2020,700,33,251,416,Africa
,South Korea,35.907757,127.766922,5/11/2020,10936,258,9670,1008,Western Pacific
,Kuwait,29.31166,47.481766,5/11/2020,9286,65,2907,6314,Eastern Mediterranean
,Kyrgyzstan,41.20438,74.766098,5/11/2020,1016,12,688,316,Europe
,Latvia,56.8796,24.6032,5/11/2020,946,18,464,464,Europe
,Lebanon,33.8547,35.8623,5/11/2020,859,26,234,599,Eastern Mediterranean
,Liberia,6.428055,-9.429499,5/11/2020,211,20,85,106,Africa
,Liechtenstein,47.14,9.55,5/11/2020,82,1,81,0,Europe
,Lithuania,55.1694,23.8813,5/11/2020,1485,50,833,602,Europe
,Luxembourg,49.8153,6.1296,5/11/2020,3888,101,3602,185,Europe
,Madagascar,-18.766947,46.869107,5/11/2020,186,0,101,85,Africa
,Malaysia,4.210484,101.975766,5/11/2020,6726,109,5113,1504,Western Pacific
,Maldives,3.2028,73.2207,5/11/2020,897,3,29,865,South-East Asia
,Malta,35.9375,14.3754,5/11/2020,503,5,434,64,Europe
,Mauritania,21.0079,-10.9408,5/11/2020,8,1,6,1,Africa
,Mauritius,-20.348404,57.552152,5/11/2020,332,10,322,0,Africa
,Mexico,23.6345,-102.5528,5/11/2020,36327,3573,23100,9654,Americas
,Moldova,47.4116,28.3699,5/11/2020,4995,175,1980,2840,Europe
,Monaco,43.7333,7.4167,5/11/2020,96,4,85,7,Europe
,Mongolia,46.8625,103.8467,5/11/2020,42,0,14,28,Western Pacific
,Montenegro,42.708678,19.37439,5/11/2020,324,9,294,21,Europe
,Morocco,31.7917,-7.0926,5/11/2020,6281,188,2811,3282,Eastern Mediterranean
,Namibia,-22.9576,18.4904,5/11/2020,16,0,11,5,Africa
,Nepal,28.1667,84.25,5/11/2020,134,0,33,101,South-East Asia
Aruba,Netherlands,12.5211,-69.9683,5/11/2020,101,3,89,9,Europe
Curacao,Netherlands,12.1696,-68.99,5/11/2020,16,1,14,1,Europe
Sint Maarten,Netherlands,18.0425,-63.0548,5/11/2020,76,15,46,15,Europe
,Netherlands,52.1326,5.2913,5/11/2020,42788,5456,0,37332,Europe
,New Zealand,-40.9006,174.886,5/11/2020,1497,21,1398,78,Western Pacific
,Nicaragua,12.865416,-85.207229,5/11/2020,16,5,7,4,Americas
,Niger,17.607789,8.081666,5/11/2020,832,46,637,149,Africa
,Nigeria,9.082,8.6753,5/11/2020,4641,150,902,3589,Africa
,North Macedonia,41.6086,21.7453,5/11/2020,1664,91,1200,373,Europe
,Norway,60.472,8.4689,5/11/2020,8132,224,32,7876,Europe
,Oman,21.512583,55.923255,5/11/2020,3573,17,1250,2306,Eastern Mediterranean
,Pakistan,30.3753,69.3451,5/11/2020,34336,737,8812,24787,Eastern Mediterranean
,Panama,8.538,-80.7821,5/11/2020,8616,249,4687,3680,Americas
,Papua New Guinea,-6.314993,143.95555,5/11/2020,8,0,8,0,Western Pacific
,Paraguay,-23.4425,-58.4438,5/11/2020,724,10,170,544,Americas
,Peru,-9.19,-75.0152,5/11/2020,68822,1961,22406,44455,Americas
,Philippines,12.879721,121.774017,5/11/2020,11086,726,1999,8361,Western Pacific
,Poland,51.9194,19.1451,5/11/2020,16326,811,5816,9699,Europe
,Portugal,39.3999,-8.2245,5/11/2020,27679,1144,2549,23986,Europe
,Qatar,25.3548,51.1839,5/11/2020,23623,14,2840,20769,Eastern Mediterranean
,Romania,45.9432,24.9668,5/11/2020,15588,982,7245,7361,Europe
,Russia,61.52401,105.318756,5/11/2020,221344,2009,39801,179534,Europe
,Rwanda,-1.9403,29.8739,5/11/2020,285,0,150,135,Africa
,Saint Lucia,13.9094,-60.9789,5/11/2020,18,0,17,1,Americas
,Saint Vincent and the Grenadines,12.9843,-61.2872,5/11/2020,17,0,9,8,Americas
,San Marino,43.9424,12.4578,5/11/2020,628,41,130,457,Europe
,Saudi Arabia,23.885942,45.079162,5/11/2020,41014,255,12737,28022,Eastern Mediterranean
,Senegal,14.4974,-14.4524,5/11/2020,1886,19,715,1152,Africa
,Serbia,44.0165,21.0059,5/11/2020,10176,218,3290,6668,Europe
,Seychelles,-4.6796,55.492,5/11/2020,11,0,10,1,Africa
,Singapore,1.2833,103.8333,5/11/2020,23822,21,3225,20576,Western Pacific
,Slovakia,48.669,19.699,5/11/2020,1457,26,959,472,Europe
,Slovenia,46.1512,14.9955,5/11/2020,1460,102,256,1102,Europe
,Somalia,5.152149,46.199616,5/11/2020,1089,52,121,916,Eastern Mediterranean
,South Africa,-30.5595,22.9375,5/11/2020,10652,206,4357,6089,Africa
,Spain,40.463667,-3.74922,5/11/2020,227436,26744,137139,63553,Europe
,Sri Lanka,7.873054,80.771797,5/11/2020,869,9,343,517,South-East Asia
,Sudan,12.8628,30.2176,5/11/2020,1526,74,162,1290,Eastern Mediterranean
,Suriname,3.9193,-56.0278,5/11/2020,10,1,9,0,Americas
,Sweden,60.128161,18.643501,5/11/2020,26670,3256,0,23414,Europe
,Switzerland,46.8182,8.2275,5/11/2020,30344,1845,26800,1699,Europe
,Taiwan*,23.7,121,5/11/2020,440,7,368,65,Western Pacific
,Tanzania,-6.369028,34.888822,5/11/2020,509,21,183,305,Africa
,Thailand,15.870032,100.992541,5/11/2020,3015,56,2796,163,South-East Asia
,Togo,8.6195,0.8248,5/11/2020,181,11,89,81,Africa
,Trinidad and Tobago,10.6918,-61.2225,5/11/2020,116,8,107,1,Americas
,Tunisia,33.886917,9.537499,5/11/2020,1032,45,727,260,Eastern Mediterranean
,Turkey,38.9637,35.2433,5/11/2020,139771,3841,95780,40150,Europe
,Uganda,1.373333,32.290275,5/11/2020,121,0,55,66,Africa
,Ukraine,48.3794,31.1656,5/11/2020,15648,408,3288,11952,Europe
,United Arab Emirates,23.424076,53.847818,5/11/2020,18878,201,5381,13296,Eastern Mediterranean
Bermuda,United Kingdom,32.3078,-64.7505,5/11/2020,119,8,66,45,Europe
Cayman Islands,United Kingdom,19.3133,-81.2546,5/11/2020,84,1,47,36,Europe
Channel Islands,United Kingdom,49.3723,-2.3644,5/11/2020,546,41,452,53,Europe
Gibraltar,United Kingdom,36.1408,-5.3536,5/11/2020,147,0,143,4,Europe
Isle of Man,United Kingdom,54.2361,-4.5481,5/11/2020,330,23,271,36,Europe
Montserrat,United Kingdom,16.742498,-62.187366,5/11/2020,11,1,8,2,Europe
,United Kingdom,55.3781,-3.436,5/11/2020,214228,32090,0,182138,Europe
,Uruguay,-32.5228,-55.7658,5/11/2020,711,19,523,169,Americas
,US,40,-100,5/11/2020,1352962,81868,232733,1038361,Americas
,Uzbekistan,41.377491,64.585262,5/11/2020,2486,10,1988,488,Europe
,Venezuela,6.4238,-66.5897,5/11/2020,422,10,205,207,Americas
,Vietnam,14.058324,108.277199,5/11/2020,288,0,249,39,Western Pacific
,Zambia,-13.133897,27.849332,5/11/2020,267,7,117,143,Africa
,Zimbabwe,-19.015438,29.154857,5/11/2020,36,4,9,23,Africa
,Dominica,15.415,-61.371,5/11/2020,16,0,15,1,Americas
,Grenada,12.1165,-61.679,5/11/2020,21,0,13,8,Americas
,Mozambique,-18.665695,35.529562,5/11/2020,103,0,0,103,Africa
,Syria,34.802075,38.996815,5/11/2020,47,3,0,44,Eastern Mediterranean
,Timor-Leste,-8.874217,125.727539,5/11/2020,24,0,0,24,South-East Asia
,Belize,17.1899,-88.4976,5/11/2020,18,2,16,0,Americas
,Laos,19.85627,102.495496,5/11/2020,19,0,13,6,Western Pacific
,Libya,26.3351,17.228331,5/11/2020,64,3,28,33,Eastern Mediterranean
,West Bank and Gaza,31.9522,35.2332,5/11/2020,375,2,301,72,Eastern Mediterranean
,Guinea-Bissau,11.8037,-15.1804,5/11/2020,761,3,26,732,Africa
,Mali,17.570692,-3.996166,5/11/2020,712,39,377,296,Africa
,Saint Kitts and Nevis,17.357822,-62.782998,5/11/2020,15,0,14,1,Americas
Northwest Territories,Canada,64.8255,-124.8457,5/11/2020,5,0,0,5,Americas
